Lfd. Nr.,Datum,Areal,Fundstelle,Beschreibung,X,Y,Z
337,09.10.03,Hc.III.7.West,261,Tierterrakottafragment,"1121,98","368,10","113,48"
338,09.10.03,Hc.III.7.Ost,234,Terrakottafragment,"1121,99","364,50","113,03"
339,09.10.03,Hc.III.7.Ost,234,Räucherständerfragment,"1122,00","373,77","113,76"
340,09.10.03,Hc.III.7.Ost,170,polierter Stein,"1122,23","372,99","113,75"
341,09.10.03,Hd.III.6.West,233,3 Muscheln,"1122,23","372,99","113,75"
342,09.10.03,Hc.III.7.West,242,Keramikfragment mit länglicher Applikation,"1122,45",360.7,"113,58"
335,08.10.03,Hc.III.7.West,258,"Wagenrad, vollständig","1122,72","376,30","114,15"
336,08.10.03,Hc.III.7.West,260,Bronzeklumpen,"1122,95","376,82","114,16"
334,07.10.03,Hc.III.7.West,257,"schwarzer, polierter Stein","1123,11","376,98","114,17"
333,05.10.03,Hc.III.7.Ost,248,Bergkristallperle,"1120,30","374,70","114,40"
331,04.10.03,Hc.III.7.Ost,235,"Schüssel, zerscherbt","1120,30","374,70","114,40"
332,04.10.03,Hc.III.7.West,245,Tonklumpen,"1120,46","373,25","113,91"
327,02.10.03,Hc.III.7.West,241,"durchbohrte Muschel, vollständig","1120,65","374,60","113,62"
328,02.10.03,Hc.III.7.West,219,"Keramikfragment, verziert, mit figürlichen Applikatoren (?)","1120,93","376,25","113,98"
329,02.10.03,Hc.III.7.West,219,Körper einer weibl. Terrakotte,"1121,17","376,65","113,06"
330,02.10.03,Hc.III.7.West,219,Terrakottenfuß,"1121,19","376,42","114,03"
320,01.10.03,Hc.III.7.West,219,"Wagenmodell, beschädigt","1121,29","373,40","113,89"
321,01.10.03,Hc.III.7.West,218,längliches Bronzefragment,"1121,31","368,70","113,58"
322,01.10.03,Hc.III.7.West,218,Wagenmodellfragment,"1121,33","375,15","114,07"
323,01.10.03,Hc.III.7.West,219,"Miniaturgefäß, Profil","1121,39","362,90","112,33"
324,01.10.03,Hc.III.7.West,219,Flintfragment,"9,91","7,77","112,52"
326,01.10.03,Hc.III.7.West,219,Gefäßprofil,"9,92","1,98","112,90"
307,30.09.03,Hc.III.7.Ost,219,Wagenmodellfragment,"9,99","6,60","112,51"
308,30.09.03,Hc.III.7.Ost,219,Kopf einer weibl. Terrakotte,"9,99","6,60","112,51"
309,30.09.03,Hc.III.7.Ost,219,Terrakotte ohne Kopf,"14,97","9,02","113,3"
310,30.09.03,Hc.III.7.Ost,219,Wagenmodellfragment,"66,81","6,08","112,80"
311,30.09.03,Hc.III.7.Ost,219,Wagenmodellfragment,"120,96","373,15","113,84"
312,30.09.03,Hc.III.7.Ost,219,"Terrakottenfragment, weibl.","134,64","356,20","113,88"
313,30.09.03,Hc.III.7.Ost,233,"Miniaturtopf, vollständig","1112,48","386,31","112,95"
314,30.09.03,Hc.III.7.Ost,219,Becherprofil (1E),"9,76","5,37","111,05"
315,30.09.03,Hc.III.7.Ost,219,Keramikfragment mit roter Bemalung auf hellem Grund,"9,77","8,37","112,38"
316,30.09.03,Hc.III.7.Ost,219,polierter Stein,"9,8","5,85",111
317,30.09.03,Hc.III.7.Ost,219,Rand und Henkelfragm. - rote Ware,"9,80","6,62","112,59"
318,30.09.03,Hc.III.7.Ost,219,Tellerfragment,"9,80","6,62","112,59"
319,30.09.03,Hc.III.7.Ost,220,Schalenprofil,"9,80","6,62","112,59"
301,29.09.03,Hc.III.7.Ost,156,Bronzeklumpen,"9,80","6,62","112,59"
302,29.09.03,Hc.III.7.Ost,119,Wagenmodellfragment,"9,80","5,42","113,44"
303,29.09.03,Hc.III.7.Ost,119,Terrakottenfragment,"9,83","2,47","110,51"
304,29.09.03,Hc.III.7.Ost,119,Tierterrakottenfragment,"9,86","1,44","113,44"
305,29.09.03,Hc.III.7.Ost,111,Terrakottenfuß,"9,5","4,05","12,33"
306,29.09.03,Hc.III.7.Ost,111,Napfprofil,"9,5","3,5","107,09"
325,29.09.03,Hc.III.6.Ost,178,Napfprofil,"9,52","3,52","111,64"
296,28.09.03,Hd.III.6.West,223,Bronzefragment,"9,52","3,52","111,64"
297,28.09.03,Hd.III.6.West,223,Perle,"9,52","8,6","112,28"
298,28.09.03,Hc.III.7.West,219,Wagenrad,"9,53","6,17","110,83"
299,28.09.03,Hc.III.7.West,219,Stierterrakotte,"9,56","4,32","112,66"
300,28.09.03,Hc.III.7.West,156 (?),Wagenmodellfragment,"9,56","4,43","112,50"
288,27.09.03,Hc.III.7.West,219,"weibl. Terrakotte, ohne Kopf","9,56","8,94","113,24"
289,27.09.03,Hc.III.7.West,218,Spielstein (?),"9,57","8,83","113,28"
290,27.09.03,Hc.III.7.West,218,Kopf einer Tierterrakotte,"9,63","5,73","112,68"
291,27.09.03,Hc.III.7.Ost,219,"Wagenrad, leicht beschädigt","9,65","5,1","111,4"
292,27.09.03,Hc.III.7.Ost,219,Wagenmodellfragment,"9,66","2,35","110,66"
293,27.09.03,Hc.III.7.Ost,222,Bronzeklumpen,"9,66","8,17","109,78"
294,27.09.03,Hc.III.7.West,220,Bronzeklumpen,"9,66","8,17","109,78"
295,27.09.03,Hc.III.7.West,219,Terrakottenfragment mit Durchbohrung,"9,44","9,29","112,67"
281,25.09.03,Hd.III.6.West,200,2 Scheibenförmige Fritteperlen,"9,45","8,2","12,02"
282,25.09.03,Hc.III.6.Ost,217,Kopf mit Öse einer Pilzkopfnadel,"9,46","9,50","112,52"
283,25.09.03,Hc.III.7.West,218,Tierterrakottenfragment,"9,47","8,6","12,1"
284,25.09.03,Hc.III.7.West,219,"Nadel mit Öse, in 4 Teile zerbrochen","9,47","2,56","112,74"
285,25.09.03,Hc.III.7.West,219,Wagenradfragment,"9,48","8,25","12,01"
286,25.09.03,Hc.III.7.West,219,3 Nadelfragmente,"9,49","3,79","108,93"
287,25.09.03,Hc.III.7.West,219,Tierterrakotte ohne Kopf,"9,5","8,34","12,1"
274,24.09.03,Hc.III.7.Ost,213,Miniaturgefäß,"9,38","8,2","12,04"
275,24.09.03,Hc.III.7.Ost,213,Schüsselprofil,"9,38","8,2","12,04"
276,24.09.03,Hc.III.5.Ost,204,Bronzefragment,"9,38","8,45","12,16"
277,24.09.03,Hc.III.7.Ost,207,Terrakottenfragment,"9,4",5,"11,82"
278,24.09.03,Hc.III.7.Ost,207,Perle,"9,40","5,15","110,75"
279,24.09.03,Hc.III.7.Ost,207,"Fragment eines Siebgefäßes, Profil","9,42","8,28","12,13"
280,24.09.03,Hc.III.7.Ost,207,Napfprofil,"9,42","8,01","113,69"
147,23.09.03,Hc.III.7.Ost,207,Napfprofil,"9,22","0,55","112,96"
149,23.09.03,Hc.III.8.Ost,159,Kopf einer anthropomorphen Terrakotte,"9,25","8,35","12,03"
150,23.09.03,Hc.III.6.Ost,153,"Gefäß, komplett","9,25","5,37","9,02"
264,23.09.03,Hc.III.7.Ost,211,Bleiklumpen,"9,25","8,55","109,35"
265,23.09.03,Hc.III.7.Ost,211,Terrakottenfuß,"9,27","2,24","112,11"
266,23.09.03,Hc.III.7.Ost,211,"Wagenrad, leicht beschädigt","9,28","8,43","12,08"
267,23.09.03,Hc.III.7.Ost,211,Perle,"9,28","8,57","12,14"
268,23.09.03,Hc.III.7.Ost,211,Bronzefragmente,"9,28","6,67","111,72"
269,23.09.03,Hc.III.6.Ost,001,"halbe, durchbohrte Steinkugel","9,3","7,6","12,25"
270,23.09.03,Hc.III.7.Ost,213,kompletter Topf,"9,3","7,6","12,25"
271,23.09.03,Hc.III.7.Ost,213,"komplette Schüssel, zerscherbt","9,3","7,1","11,98"
272,23.09.03,Hc.III.7.West,212,Wagenmodellfragment,"9,3",6,"12,7"
273,23.09.03,Hc.III.7.West,212,"Muschelperlenfragment, durchbohrt","9,3","7,1","106,84"
257,22.09.03,Hc.III.6.Ost,209,Knochennadelfragment,"9,3","9,4","111,41"
258,22.09.03,Hc.III.7.Ost,207,"Wagemodellfragment, Tierterrakottenfragment","9,32","8,2","12,03"
259,22.09.03,Hd.III.6.West,169,Flintmesser (Fragment?),"9,32","8,2","12,03"
260,22.09.03,Hc.III.6.Ost,178,Terrakottenkörper,"9,36","7,56","112,03"
261,22.09.03,Hc.III.7.Ost,179,"Wagenmodellfragment (?), mit Ritzverzierung","9,1","3,8","12,92"
262,22.09.03,Hc.III.7.Ost,179,Flintklingenfragment,"9,12","8,05","12,09"
263,22.09.03,Hc.III.7.Ost,197,"2 Scherben mit ""Zählkerben"" (?)","9,12","3,65","111,65"
251,21.09.03,Hc.III.7.Ost,207,"Wagenrad, leicht beschädigt","9,13","2,95","112,62"
252,21.09.03,Hc.III.7.Ost,207,Bronzeklumpen,"9,15","8,5","12,13"
253,21.09.03,Hc.III.7.Ost,173,Gefäßprofil,"9,16","3,22","8,47"
254,21.09.03,Hc.III.7.Ost,173,Deckelprofil,"9,18","9,30","113,23"
255,21.09.03,Hc.III.7.Ost,173,Tonstiel,"9,2","2,3","13,02"
256,21.09.03,Hd.III.8.West,179,"Flintklingenfragment, Muschelfragment","9,2","7,8","12,43"
243,20.09.03,Hc.III.7.Ost,157,gebogener Bleidraht,"9,2","8,18","12,08"
244,20.09.03,Hc.III.7.Ost,157,Bronzefragment,"9,2","4,5","7,11"
245,20.09.03,Hd.III.8.West,206,"Flintklingenfragment, Muschel","9,20","1,40","112,93"
246,20.09.03,Hc.III.7.Ost,207,"Wagenrad, leicht beschädigt","9,05","8,18",12
247,20.09.03,Hc.III.6.Ost,209,Muschelfragment,"9,05","8,15","11,99"
248,20.09.03,Hc.III.7.Ost,207,Verschlussfragment,"9,05","8,15","11,99"
249,20.09.03,Hc.III.7.Ost,207,"Wagenrad, stark beschädigt","9,05","8,08","12,01"
250,20.09.03,Hd.III.8.West,206,Kopf und Oberkörper einer weibl. Terrakotte mit Ritzverzierung,"9,05","8,08","12,01"
239,17.09.03,Hc.III.7.Ost,193,Bleiring,"9,05","5,18","112,42"
240,17.09.03,Hd.III.8.West,205,"gebogener Draht, Ohrring?, Verschluss?","9,05","4,37","113,37"
241,17.09.03,Hd.III.8.West,205,Muschelperle,"9,05","3,73","113,26"
242,17.09.03,Hc.III.5.Ost,203,Tierterrakottenfragment,"9,05","7,80","112,80"
232,16.09.03,Hc.III.7.Ost,201,Deckel,"9,1","0,5","14,48"
233,16.09.03,Hc.III.7.Ost,202,Wagenradfragment,"8,96","8,45","114,00"
234,16.09.03,Hc.III.8.West,194,Muschel,"8,96","1,91","109,91"
235,16.09.03,Hc.III.7.Ost,202,Tierterrakotte,"8,97",6,"111,39"
236,16.09.03,Hc.III.7.Ost,202,Terrakottenfuß,9,"7,55","11,73"
237,16.09.03,Hc.III.6.Ost,203,Flintklingenfragment,9,"5,75","13,24"
238,16.09.03,Hc.III.6.Ost,203,"kleiner Pokal, beschädigt",9,,
226,15.09.03,Hd.III.6.West,,"Muschel, durchbohrt",9,"3,15","13,83"
227,15.09.03,Hc.III.8.West,194,Keramikfragment mit Kerbverzierung,9,"3,15","13,83"
228,15.09.03,Hc.III.8.West,194,Flintklingenfragment,"9,03","8,94","113,24"
229,15.09.03,Hd.III.6.West,169,Hornsteinklinge,"9,05","7,3","13,05"
230,15.09.03,Hc.III.7.West,109,Keramikfragment mit Ritzverzierung,"9,05","8,3","11,96"
231,15.09.03,Hc.III.6.Ost,165,fast vollständig erhaltener Topf,"9,05","8,3","11,96"
224,14.09.03,Hc.III.8.West,191,gefaltetes Bleiblech,"9,05","8,25","11,97"
225,14.09.03,Hc.III.7.Ost,173,Bronzeklumpen,"9,05","8,25","11,97"
219,13.09.03,Hc.III.7.Ost,184,Henkel von Steingefäß?,"9,05","8,22",12
220,13.09.03,Hc.III.7.Ost,184,Gefäßprofil,"9,05","8,22",12
221,13.09.03,Hc.III.8.West,187,Gefäßprofil eines Miniaturgefäßes,"9,05","8,18",12
222,13.09.03,Hc.III.6.Ost,186,"Pilzkopfnadel, vollständig, in 3 Teile zerbrochen","8,87","5,70","112,37"
223,13.09.03,Hd.III.6.West,169,Bleifragment,"8,9","1,05","13,42"
217,12.09.03,Hc.III.7.Ost,173,Terrakottenfragment,"8,9","1,05","13,42"
218,12.09.03,Hc.III.6.Ost,183,Wagenmodellfragment,"8,9","8,05","12,01"
205,09.09.03,Hc.III.7.West,109,Deckelprofil,"8,9","0,95","12,88"
206,09.09.03,Hc.III.7.West,112,komplettes Gefäß,"8,90","5,58","112,38"
207,09.09.03,Hc.III.7.Ost,146,Napfprofil,"8,90","4,38","113,67"
208,09.09.03,Hc.III.6.Ost,178,"1 Tonverschlussfragment, 1 verbrannter Tonklumpen","8,90","2,80","112,53"
209,09.09.03,Hc.III.7.Ost,173,Wagenradfragment,"8,93","8,33","112,55"
210,09.09.03,Hc.III.6.Ost,178,vollständig (?) erhaltener Kochtopf,"8,93","8,33","112,55"
211,09.09.03,Hc.III.6.Ost,165,Körper einer Terrakotte,"8,94","8,6","108,38"
212,09.09.03,Hc.III.8.Ost,159,Profil eines Beckens,"8,95","7,95","11,99"
213,09.09.03,Hd.III.8.West,171,Wagenmodellfragment,"8,95","7,95","11,99"
214,09.09.03,Hc.III.7.Ost,173,Bronze und Eisenfragmente,"8,77","9,96","113,35"
215,09.09.03,Hc.III.7.Ost,181,"Depotfund, 11 Wagenräder","8,78","6,95","112,1"
216,09.09.03,Hc.III.6.Ost,178,Bronzefragment,"8,8","7,3","12,97"
199,08.09.03,Hd.III.8.West,134,Keramikfragment,"8,8","4,9","12,75"
200,08.09.03,Hc.III.7.Ost,173,Tierterrakotte mit Kopf - Hinterleib fehlt,"8,8",2,"13,45"
201,08.09.03,Hc.III.7.Ost,173,"Wagenrad, beschädigt","8,8",2,"13,45"
202,08.09.03,Hc.III.7.Ost,173,2 Bleifragmente,"8,8","2,1","12,99"
203,08.09.03,Hc.III.6.Ost,178,Muschel + Bronzeklumpen,"8,80","5,85","112,52"
204,08.09.03,Hc.III.6.Ost,178,Reibstein,"8,80","5,85","112,52"
184,07.09.03,Hc.III.7.West,109,Bleiklumpen,"8,80","8,29","113,31"
185,07.09.03,Hc.III.7.West,156,Terrakottafrag. mit Fingerabdrücken,"8,80","8,29","113,31"
186,07.09.03,Hd.III.8.West,171,Schnecke + Durchbohrung,"8,8","9,76","112,71"
187,07.09.03,Hc.III.7.Ost,172,Muschelfragment,"8,85","7,44","112,20"
188,07.09.03,Hc.III.6.Ost,165,Bronzefragment,"8,87","2,42","110,28"
189,07.09.03,Hd.III.8.West,123,Wagenmodellfragment,"8,87","5,70","112,37"
190,07.09.03,Hc.III.8.Ost,150,Wagenmodellfragment,"8,7","8,95","108,29"
191,07.09.03,Hc.III.8.Ost,150,Räucherständerfragment mit Ritzverzierung,"8,70","8,97","111,84"
192,07.09.03,Hc.III.8.Ost,150,"Muschel, beschädigt","8,74","7,25","111,34"
193,07.09.03,Hc.III.6.Ost,153,Klingenfragment,"8,75","3,2","12,55"
194,07.09.03,Hc.III.8.Ost,176,"Wagenrad, stark beschädigt","8,75",,"113,19"
195,07.09.03,Hc.III.8.Ost,176,Terrakottenfuß,"8,76","7,06","113,46"
196,07.09.03,Hc.III.8.Ost,176,Muschel,"8,6","4,9","11,65"
197,07.09.03,Hc.III.6.Ost,165,Flintfragment,"8,6","4,9","11,65"
198,07.09.03,Hc.III.8.Ost,159,Wagenmodellfragment,"8,6","4,9","11,65"
177,06.09.03,Hd.III.8.West,172,Oberkörper einer weibl. Terrakotte mit Ritzverzierung,"8,6","8,05","12,78"
178,06.09.03,Hd.III.6.West,169,Bronzestück,"8,6","5,8","13,5"
179,06.09.03,Hd.III.8.West,179,,"8,6","5,8","13,5"
180,06.09.03,Hc.III.6.Ost,147,Wagenrad,"8,6","2,2","107,13"
181,06.09.03,Hc.III.6.Ost,147,Terrakottenfuß,"8,62","6,7","11,07"
182,06.09.03,Hc.III.6.Ost,147,"Miniaturnapf, Profil","8,62","6,7","11,07"
183,06.09.03,Oberflächenfund,,"Keramikfrag. + Ritzverzierung, zoomorph?","8,62","6,7","11,07"
159,04.09.03,Hd.III.8.West,167,Muschelfragment,"8,62","6,7","11,07"
160,04.09.03,Hc.III.8.Ost,159,"Schnecke, durchbohrt","8,65","5,4","8,97"
161,04.09.03,Hd.III.8.West,167,"Terrakotte, Kopf fehlt","8,65","3,51","112,90"
162,04.09.03,Hd.III.8.West,171,"Deckel, leicht beschädigt","8,66","1,7","109,93"
163,04.09.03,Hc.III.7.West,157,Klingenfragment,"8,66","6,65","108,77"
164,04.09.03,Hc.III.6.Ost,106,Beckenprofil,"8,67","7,50","112,73"
165,04.09.03,Hc.III.6.Ost,106,Wagenmodellfragment,"8,67","7,50","112,73"
166,04.09.03,Hc.III.6.Ost,165,Wagenmodellfragment,"8,68","8,06","8,91"
167,04.09.03,Hc.III.6.Ost,153,3 Klingenfragmente,"8,7","4,65","10,7"
168,04.09.03,Hc.III.6.Ost,153,Keramikfragment mit Ritzverzierung,"8,7","7,2","13,52"
169,04.09.03,Hc.III.7.West,109,Terrakottenfuß,"8,7","4,9","9,56"
170,04.09.03,Hc.III.7.West,109,Keramikfragment mit Ritzverzierung,"8,55","2,27","12,8"
171,04.09.03,Hc.III.7.West,109,Keramikfragment mit Töpfermarke,"8,55","9,2","108,21"
172,04.09.03,Hc.III.7.West,109,Beckenprofil,"8,55","7,35","108,28"
173,04.09.03,Hd.III.8.West,171,Terrakottenfuß,"8,55","4,25","114,03"
174,04.09.03,Hd.III.8.West,171,Bronzeklumpen,"8,55","6,00","113,44"
175,04.09.03,Hc.III.8.Ost,159,3 Flintklingenfragmente,"8,56","0,85","112,82"
176,04.09.03,Hc.III.6.Ost,153,Flintklingenfragment,"8,56","6,9","112,07"
151,03.09.03,Hc.III.6.Ost,162,Terrakottenfuß,"8,58","4,59","112,47"
152,03.09.03,Hc.III.8.Ost,159,"Terrakottenunterteil, Fuß fehlt","8,6","4,9","11,65"
153,03.09.03,Hc.III.8.Ost,159,Bronzefragment,"8,6","4,9","11,65"
154,03.09.03,Hc.III.7.West,155,"Muschelfragmente, versch. Muscheln","8,6","4,9","11,65"
155,03.09.03,Hd.III.6.West,166,"Gefäßständer, fast vollständig","8,5","5,5","12,82"
156,03.09.03,Hd.III.6.West,166,Bronzefragment,"8,5","1,8","13,65"
158,03.09.03,Hc.III.7.West,155,Fragmente eines Wagenrads,"8,5",3,
157.1,03.09.03,Hd.III.6.West,166,"kleiner Pokal, vollständig","8,5","4,7","9,52"
157.2,03.09.03,Hd.III.6.West,166,"Miniaturtopf, vollständig","8,5","0,95","110,32"
157.3,03.09.03,Hd.III.6.West,166,Deckel mit Kerbe,"8,55","6,25","11,98"
157.4,03.09.03,Hd.III.6.West,166,Deckel,"8,35","8,8","108,19"
157.5,03.09.03,Hd.III.6.West,166,"zahlreiche Fragmente eines kl. Gefäßes (Schale, Napf)","8,35","1,68","109,43"
141,02.09.03,Hc.III.7.Ost,157,Räucherständerfragment mit Ritzverzierung,"8,38","1,94","12,84"
142,02.09.03,Hc.III.7.West,109,Deckelprofil,"8,39","8,20","112,65"
143,02.09.03,Hc.III.6.Ost,015,Keramikfragment mit Töpfermarke,"8,4","6,2","12,6"
144,02.09.03,Hc.III.6.Ost,015,"Keramikfragment mit Ritzverzierung, Wagenfrag.?","8,4","8,55","11,22"
145,02.09.03,Hc.III.6.Ost,106,Fragment eines Wagenmodells (?),"8,4","9,88","112,14"
146,02.09.03,Hc.III.8.Ost,150,Keramikfragment mit Ritzverzierung,"8,42","5,97","11,91"
130,01.09.03,Hc.III.7.Ost,157,"Polzkopfnadelfrag., Bronze","8,42","7,35","111,63"
131,01.09.03,Hc.III.7.Ost,154,Bronzeklumpen,"8,42","9,64","113,00"
132,01.09.03,Hc.III.8.Ost,150,Fuß einer Terrakotte,"8,43","1,98","12,83"
133,01.09.03,Hc.III.8.Ost,150,Wagenmodellfragment,"8,45","4,69","112,60"
134,01.09.03,Hd.III.8.West,134,Wagenmodellfragment,"8,48","1,96","12,84"
135,01.09.03,Hd.III.8.West,134,"Muschel, beschädigt","8,49","5,58","111,18"
136,01.09.03,Hd.III.8.West,001,"Muschel, beschädigt","8,5","0,3",
137,01.09.03,Hd.III.8.West,001,Miniaturgefäß?,"8,3","1,65","12,86"
138,01.09.03,Hc.III.8.Ost,150,Muschelperle,"8,3","2,4","110,19"
139,01.09.03,Hc.III.8.Ost,150,"Wagenrad, vollständig","8,3","0,3","107,63"
140,01.09.03,Hc.III.7.Ost,151,"Wagenrad, Hälfte","8,30","4,78","112,57"
114,31.08.03,Hc.III.7.West,109,Fragment einer Tierterrakotte,"8,32","1,51","112,45"
115,31.08.03,Hc.III.6.Ost,147,"Wagenrad, leicht beschädigt","8,33","6,06","111,23"
116,31.08.03,Hc.III.6.Ost,147,"Fragment einer fischschwanzförmigen Terrakotte, durchbohrt","8,34","5,84","11,99 (Rand); 11,91 (Boden)"
117,31.08.03,Hc.III.6.Ost,147,Fragment einer Bronzenadel,"8,35","0,85","13,39"
118,31.08.03,Hc.III.8.Ost,150,Wagenmodellfragment,"8,35","0,85","13,39"
119,31.08.03,Hc.III.7.West,109,Schnecke,"8,3","3,7","12,4"
120,31.08.03,Hc.III.6.Ost,147,Oberkörper einer weibl. Terrakotte,,"5,4","13,84"
121,31.08.03,Hc.III.6.Ost,106,Fragment eines Wagenmodells,,"5,4","13,84"
122,31.08.03,Hc.III.6.Ost,135,Wagenmodellfragment,,"1,1","12,64"
123,31.08.03,Hc.III.7.Ost,151,"Wagenrad, stark beschädigt",,,
124,31.08.03,Hc.III.7.Ost,,Bronzefragment,,,
125,31.08.03,Hd.III.8.West,139,Randfragment eines verzierten Räucherständers,,,
126,31.08.03,Hc.III.7.Ost,107,Miniaturgefäß?,,,
127,31.08.03,Hc.III.7.Ost,107,Wagenmodellfragment,,,
128,31.08.03,Hc.III.7.West,156,Körper einer Tierterrakotte,,,
129,31.08.03,Hc.III.8.Ost,150,Obsidianfragment,,,
106,30.08.03,Hc.III.7.West,109,Flintklinge,,,
107,30.08.03,Hc.III.6.Ost,147,Reibstein,,,
108,30.08.03,Hc.III.7.Ost,151,Türangelstein,,,
109,30.08.03,Hd.III.8.West,134,Bronzenadel-Fragment,,,
110,30.08.03,Hc.III.7.West,109,Hanperle,,,
111,30.08.03,Hc.III.6.Ost,147,polierter Stein,,,
112,30.08.03,Hc.III.6.Ost,135,Wagenmodellfragment,,,
113,30.08.03,Hc.III.6.Ost,147,Wagenmodellfragment,,,
102,28.08.03,Hc.III.7.Ost,107,"Muschel, beschädigt",,,
103,28.08.03,Hc.III.7.Ost,107,längliche Muschelperle,,,
104,28.08.03,Hc.III.7.Ost,107,Muschelperle,,,
105,28.08.03,Hc.III.9,086,"Wagenrad, stark zerstört",,,
095,27.08.03,Hc.III.6.Ost,135,Bronzenadel,,,
096,27.08.03,Hc.III.7.Ost,107,"Wagenmodellfragment (?), mit Ritzverzierung",,,
097,27.08.03,Hc.III.7.Ost,107,"Topf, nicht ganz vollständig",,,
098,27.08.03,Hd.III.8.West,139,"Schüssel, nicht vollständig",,,
099,27.08.03,Hd.III.8.West,139,"Miniaturtopf, vollständig",,,
100,27.08.03,Hc.III.9,086,Fragment eines Räucherständers,,,
101,27.08.03,Hc.III.6.Ost,015,Framente Wagenmodell?,,,
073,26.08.03,Hd.III.8.West,129,Napfprofil,,,
074,26.08.03,Hc.III.7.Ost,107,längliche Muschelperle,,,
075,26.08.03,Hd.III.8.West,129,Schnecke,,,
076,26.08.03,Hc.III.6.Ost,015,Bronzeklumpen,,,
077,26.08.03,Hc.III.7.Ost,107,Bronzeklumpen,,,
078,26.08.03,Hd.III.8.West,137,Scherbenprofil,,,
079,26.08.03,Hd.III.8.West,123,Terrakottenfuß,,,
080,26.08.03,Hd.III.8.West,129,"Wagenrad, Hälfte",,,
081,26.08.03,Hc.III.6.Ost,135,"Tierterrakotte, ohne Fuß und Kopf",,,
082,26.08.03,Hc.III.7.Ost,107,Tierterrakotte (Stier),,,
083,26.08.03,Hd.III.8.West,123,Terrakottenfuß,,,
084,26.08.03,Hd.III.8.West,123,"Wagenmodell, Fragment",,,
085,26.08.03,Hd.III.8.West,123,"Wagenmodell, Fragment",,,
086,26.08.03,Hd.III.8.West,123,Tonklumpen,,,
087,26.08.03,Oberflächenfund in H,,"Basalt, Reibstein",,,
088,26.08.03,Hd.III.8.West,001,Fragment eines Wagenmodells (?),,,
089,26.08.03,Hd.III.8.West,125,"Profil eines kleinen, handgemachten Napfes",,,
090,26.08.03,Hc.III.6.Ost,135,Bronzefragment,,,
091,26.08.03,Hc.III.9,068,Flintklingenfragment,,,
092,26.08.03,Hc.III.9,068,Wagenradfragment,,,
093,26.08.03,Hc.III.9,068,Deckel,,,
094,26.08.03,Hc.III.6.Ost,015,Flintklingenfragment,,,
066,25.08.03,Hc.III.7.West,109,"Wagenrad, leicht beschädigt",,,
067,25.08.03,Hc.III.6.Ost,015,Wagenradfragment,,,
068,25.08.03,Hc.III.7.West,109,"Wagenmodell, Fragment",,,
069,25.08.03,Hd.III.8.West,123,Keramikfragment mit Ritzverzierung und Durchbohrung,,,
070,25.08.03,Hd.III.8.West,123,Hälfte eines Wagenrades,,,
071,25.08.03,Hc.III.7.West,109,Unterteil (inkl. Fuß) einer anthropomorphen Terrakotte,,,
072,25.08.03,Hc.III.7.Ost,014,"komplettes Gefäß, Schale",,,
060,24.08.03,Hd.III.8.West,123,Terrakottenfuß,,,
061,24.08.03,Hc.III.7.Ost,014,gelochtes Kalkfragment,,,
062,24.08.03,Hc.III.6.Ost,015,Rasiermesser,,,
063,24.08.03,Hc.III.6.Ost,015,Kopf einer zoomorphen Terrakotte,,,
064,24.08.03,Hd.III.8.West,134,Kopf und Oberkörper einer weibl. Terrakotte,,,
065,24.08.03,Hc.III.7.West,109,Tierterrakottenfragment,,,
042,23.08.03,Hc.III.7.West,109,"Wagenrad, vollständig",,,
043,23.08.03,Hd.III.8.West,001,Wagenrad,,,
044,23.08.03,Hc.III.7.Ost,115,Bronzeperle,,,
045,23.08.03,Hc.III.7.Ost,115,"Wagenrad, stark beschädigt",,,
046,23.08.03,Hd.III.8.West,120,"Becher, vollständig",,,
047,23.08.03,Hc.III.7.Ost,115,"Schneckenperlen, z. gr. Teil durchbohrt",,,
048,23.08.03,Hc.III.7.Ost,107,längliche Muschelperle,,,
049,23.08.03,Hd.III.8.West,123,Unterteil und Fuß einer Terrakotte,,,
050,23.08.03,Hd.III.8.West,125,Muschel,,,
051,23.08.03,Hd.III.8.West,127,Gefäßprofil (Schüssel?),,,
052,23.08.03,Hd.III.8.West,001,Kopf einer weibl. Terrakotte,,,
053,23.08.03,Hd.III.8.West,125,Muschel,,,
054,23.08.03,Hc.III.7.Ost,107,längliche Muschelperle,,,
055,23.08.03,Hd.III.8.West,123,Perle,,,
056,23.08.03,Hc.III.7.West,109,Körper einer Terrakotte,,,
057,23.08.03,Hc.III.7.West,109,Kopf einer Terrakotte,,,
058,23.08.03,Hc.III.7.West,109,Schnecke,,,
059,23.08.03,Hd.III.8.West,123,Perle (eine Hälfte),,,
030,21.08.03,Hc.III.8.West,001,"Wagenrad, leicht beschädigt",,,
031,21.08.03,Hc.III.7.West,109,Schnecke,,,
032,21.08.03,,,Sammelfund (Oberkörper einer Terrakotte),,,
033,21.08.03,Hd.III.8-West,001,Fragment einer zoomorphen Terrakotte,,,
034,21.08.03,Hc.III.7.Ost,107,Flintklinge,,,
035,21.08.03,Hd.III.8.West,001,Schalenprofil,,,
036,21.08.03,Hc.III.7.West,109,Topfprofil mit Ösenhenkel und Dreiecksschraffur,,,
037,21.08.03,Hc.III.8.Ost,036,Perle,,,
038,21.08.03,Hd.III.8.West,001,Muschel,,,
039,21.08.03,Hc.III.7.West,109,Flintklingenfragment,,,
